date,market,commodity,demand_units,stock_level,stock_received,unit_cost_ngn,lead_time_days,seasonal_factor,festive_factor,supply_shock
2024-10-06,Lagos,Maize (50kg bag),491,1296,1104,18000,5,1.1,1.0,0.75
2024-10-13,Lagos,Maize (50kg bag),475,821,0,18000,5,1.1,1.0,1.0
2024-10-20,Lagos,Maize (50kg bag),428,1677,1284,18000,5,1.1,1.0,1.0
2024-10-27,Lagos,Maize (50kg bag),556,1121,0,18000,5,1.1,1.1,1.0
2024-11-03,Lagos,Maize (50kg bag),362,759,0,18000,5,0.85,1.0,1.0
2024-11-10,Lagos,Maize (50kg bag),357,402,0,18000,5,0.85,1.0,1.0
2024-11-17,Lagos,Maize (50kg bag),326,1054,978,18000,5,0.85,1.0,1.0
2024-11-24,Lagos,Maize (50kg bag),326,728,0,18000,5,0.85,1.0,0.75
2024-12-01,Lagos,Maize (50kg bag),453,1634,1359,18000,5,0.85,1.0,1.0
2024-12-08,Lagos,Maize (50kg bag),389,1245,0,18000,5,0.85,1.0,1.0
2024-12-15,Lagos,Maize (50kg bag),365,880,0,18000,5,0.85,1.0,1.0
2024-12-22,Lagos,Maize (50kg bag),592,2064,1776,18000,5,0.85,1.6,1.0
2024-12-29,Lagos,Maize (50kg bag),668,1396,0,18000,5,0.85,1.6,1.0
2022-01-02,Lagos,Yam (tuber),861,2019,0,2500,3,0.85,1.6,1.0
2022-01-09,Lagos,Yam (tuber),609,1410,0,2500,3,0.85,1.0,1.0
2022-01-16,Lagos,Yam (tuber),654,756,0,2500,3,0.85,1.0,1.0
2022-01-23,Lagos,Yam (tuber),532,1820,1596,2500,3,0.85,1.0,1.0
2022-01-30,Lagos,Yam (tuber),747,1073,0,2500,3,0.85,1.1,1.0
2022-02-06,Lagos,Yam (tuber),567,2207,1701,2500,3,0.85,1.0,1.0
2022-02-13,Lagos,Yam (tuber),569,1638,0,2500,3,0.85,1.0,1.0
2022-02-20,Lagos,Yam (tuber),642,996,0,2500,3,0.85,1.0,1.0
2022-02-27,Lagos,Yam (tuber),618,1305,927,2500,3,0.85,1.1,0.5
2022-03-06,Lagos,Yam (tuber),786,2877,2358,2500,3,1.0,1.0,1.0
2022-03-13,Lagos,Yam (tuber),666,2211,0,2500,3,1.0,1.0,1.0
2022-03-20,Lagos,Yam (tuber),784,1427,0,2500,3,1.0,1.25,1.0
2022-03-27,Lagos,Yam (tuber),1054,3535,3162,2500,3,1.0,1.25,1.0
2022-04-03,Lagos,Yam (tuber),819,2716,0,2500,3,1.1,1.25,1.0
2022-04-10,Lagos,Yam (tuber),969,1747,0,2500,3,1.1,1.3,1.0
2022-04-17,Lagos,Yam (tuber),1132,4011,3396,2500,3,1.1,1.3,1.0
2022-04-24,Lagos,Yam (tuber),863,3148,0,2500,3,1.1,1.0,1.0
2022-05-01,Lagos,Yam (tuber),870,2278,0,2500,3,1.1,1.0,1.0
2022-05-08,Lagos,Yam (tuber),835,1443,0,2500,3,1.1,1.0,1.0
2022-05-15,Lagos,Yam (tuber),573,870,0,2500,3,1.1,1.0,1.0
2022-05-22,Lagos,Yam (tuber),762,2394,2286,2500,3,1.1,1.0,1.0
2022-05-29,Lagos,Yam (tuber),891,1503,0,2500,3,1.1,1.1,0.75
2022-06-05,Lagos,Yam (tuber),847,3197,2541,2500,3,1.1,1.0,1.0
2022-06-12,Lagos,Yam (tuber),732,2465,0,2500,3,1.1,1.0,1.0
2022-06-19,Lagos,Yam (tuber),1261,4987,3783,2500,3,1.1,1.35,1.0
2022-06-26,Lagos,Yam (tuber),773,4214,0,2500,3,1.1,1.0,1.0
2022-07-03,Lagos,Yam (tuber),735,3479,0,2500,3,1.1,1.0,1.0
2022-07-10,Lagos,Yam (tuber),835,2644,0,2500,3,1.1,1.0,1.0
2022-07-17,Lagos,Yam (tuber),952,1692,0,2500,3,1.1,1.0,1.0
2022-07-24,Lagos,Yam (tuber),801,891,0,2500,3,1.1,1.0,1.0
2022-07-31,Lagos,Yam (tuber),845,2581,2535,2500,3,1.1,1.1,1.0
2022-08-07,Lagos,Yam (tuber),736,1845,0,2500,3,1.1,1.0,1.0
2022-08-14,Lagos,Yam (tuber),880,965,0,2500,3,1.1,1.0,0.75
2022-08-21,Lagos,Yam (tuber),843,2651,2529,2500,3,1.1,1.0,1.0
2022-08-28,Lagos,Yam (tuber),873,1778,0,2500,3,1.1,1.1,1.0
2022-09-04,Lagos,Yam (tuber),648,1130,0,2500,3,1.1,1.0,1.0
2022-09-11,Lagos,Yam (tuber),708,2546,2124,2500,3,1.1,1.0,1.0
2022-09-18,Lagos,Yam (tuber),620,1926,0,2500,3,1.1,1.0,0.75
2022-09-25,Lagos,Yam (tuber),807,1119,0,2500,3,1.1,1.0,1.0
2022-10-02,Lagos,Yam (tuber),881,2881,2643,2500,3,1.1,1.0,1.0
2022-10-09,Lagos,Yam (tuber),876,2005,0,2500,3,1.1,1.0,1.0
2022-10-16,Lagos,Yam (tuber),907,1098,0,2500,3,1.1,1.0,1.0
2022-10-23,Lagos,Yam (tuber),673,2444,2019,2500,3,1.1,1.0,1.0
2022-10-30,Lagos,Yam (tuber),1051,1393,0,2500,3,1.1,1.1,1.0
2022-11-06,Lagos,Yam (tuber),599,794,0,2500,3,0.85,1.0,1.0
2022-11-13,Lagos,Yam (tuber),482,1758,1446,2500,3,0.85,1.0,1.0
2022-11-20,Lagos,Yam (tuber),686,1072,0,2500,3,0.85,1.0,0.75
2022-11-27,Lagos,Yam (tuber),568,2208,1704,2500,3,0.85,1.1,1.0
2022-12-04,Lagos,Yam (tuber),655,1553,0,2500,3,0.85,1.0,1.0
2022-12-11,Lagos,Yam (tuber),682,871,0,2500,3,0.85,1.0,1.0
2022-12-18,Lagos,Yam (tuber),638,2147,1914,2500,3,0.85,1.0,1.0
2022-12-25,Lagos,Yam (tuber),915,1232,0,2500,3,0.85,1.6,1.0
2023-01-01,Lagos,Yam (tuber),979,3190,2937,2500,3,0.85,1.6,1.0
2023-01-08,Lagos,Yam (tuber),663,2527,0,2500,3,0.85,1.0,0.75
2023-01-15,Lagos,Yam (tuber),612,1915,0,2500,3,0.85,1.0,1.0
2023-01-22,Lagos,Yam (tuber),576,1339,0,2500,3,0.85,1.0,1.0
2023-01-29,Lagos,Yam (tuber),551,788,0,2500,3,0.85,1.1,1.0
2023-02-05,Lagos,Yam (tuber),582,1952,1746,2500,3,0.85,1.0,1.0
2023-02-12,Lagos,Yam (tuber),622,1330,0,2500,3,0.85,1.0,0.75
2023-02-19,Lagos,Yam (tuber),569,761,0,2500,3,0.85,1.0,1.0
2023-02-26,Lagos,Yam (tuber),656,2073,1968,2500,3,0.85,1.0,1.0
2023-03-05,Lagos,Yam (tuber),640,1433,0,2500,3,1.0,1.0,1.0
2023-03-12,Lagos,Yam (tuber),729,2891,2187,2500,3,1.0,1.0,1.0
2023-03-19,Lagos,Yam (tuber),858,2033,0,2500,3,1.0,1.0,1.0
2023-03-26,Lagos,Yam (tuber),1023,4079,3069,2500,3,1.0,1.25,1.0
2023-04-02,Lagos,Yam (tuber),918,3161,0,2500,3,1.1,1.25,1.0
2023-04-09,Lagos,Yam (tuber),972,2189,0,2500,3,1.1,1.25,1.0
2023-04-16,Lagos,Yam (tuber),1079,1110,0,2500,3,1.1,1.3,1.0
2023-04-23,Lagos,Yam (tuber),814,2738,2442,2500,3,1.1,1.0,1.0
2023-04-30,Lagos,Yam (tuber),910,1828,0,2500,3,1.1,1.1,1.0
2023-05-07,Lagos,Yam (tuber),718,1110,0,2500,3,1.1,1.0,1.0
2023-05-14,Lagos,Yam (tuber),619,2348,1857,2500,3,1.1,1.0,1.0
2023-05-21,Lagos,Yam (tuber),871,1477,0,2500,3,1.1,1.0,1.0
2023-05-28,Lagos,Yam (tuber),822,3121,2466,2500,3,1.1,1.1,1.0
2023-06-04,Lagos,Yam (tuber),880,2241,0,2500,3,1.1,1.0,1.0
2023-06-11,Lagos,Yam (tuber),779,1462,0,2500,3,1.1,1.0,1.0
2023-06-18,Lagos,Yam (tuber),961,2663,2162,2500,3,1.1,1.35,0.75
2023-06-25,Lagos,Yam (tuber),1177,1486,0,2500,3,1.1,1.35,1.0
2023-07-02,Lagos,Yam (tuber),881,3248,2643,2500,3,1.1,1.0,1.0
2023-07-09,Lagos,Yam (tuber),912,2336,0,2500,3,1.1,1.0,1.0
2023-07-16,Lagos,Yam (tuber),789,1547,0,2500,3,1.1,1.0,1.0
2023-07-23,Lagos,Yam (tuber),751,796,0,2500,3,1.1,1.0,1.0
2023-07-30,Lagos,Yam (tuber),710,2216,2130,2500,3,1.1,1.1,1.0
2023-08-06,Lagos,Yam (tuber),789,1427,0,2500,3,1.1,1.0,1.0
2023-08-13,Lagos,Yam (tuber),885,3197,2655,2500,3,1.1,1.0,1.0
2023-08-20,Lagos,Yam (tuber),768,2429,0,2500,3,1.1,1.0,1.0
2023-08-27,Lagos,Yam (tuber),788,1641,0,2500,3,1.1,1.1,1.0
2023-09-03,Lagos,Yam (tuber),875,2734,1968,2500,3,1.1,1.0,0.75
2023-09-10,Lagos,Yam (tuber),910,1824,0,2500,3,1.1,1.0,1.0
2023-09-17,Lagos,Yam (tuber),877,947,0,2500,3,1.1,1.0,1.0
2023-09-24,Lagos,Yam (tuber),741,2429,2223,2500,3,1.1,1.0,1.0
2023-10-01,Lagos,Yam (tuber),864,1565,0,2500,3,1.1,1.0,1.0
2023-10-08,Lagos,Yam (tuber),733,832,0,2500,3,1.1,1.0,0.75
2023-10-15,Lagos,Yam (tuber),532,1896,1596,2500,3,1.1,1.0,1.0
2023-10-22,Lagos,Yam (tuber),688,1208,0,2500,3,1.1,1.0,1.0
2023-10-29,Lagos,Yam (tuber),861,2930,2583,2500,3,1.1,1.1,1.0
2023-11-05,Lagos,Yam (tuber),601,2329,0,2500,3,0.85,1.0,1.0
2023-11-12,Lagos,Yam (tuber),623,1706,0,2500,3,0.85,1.0,1.0
2023-11-19,Lagos,Yam (tuber),567,1139,0,2500,3,0.85,1.0,1.0
2023-11-26,Lagos,Yam (tuber),721,2581,2163,2500,3,0.85,1.0,1.0
2023-12-03,Lagos,Yam (tuber),650,1931,0,2500,3,0.85,1.0,1.0
2023-12-10,Lagos,Yam (tuber),652,1279,0,2500,3,0.85,1.0,1.0
2023-12-17,Lagos,Yam (tuber),613,666,0,2500,3,0.85,1.0,1.0
2023-12-24,Lagos,Yam (tuber),1015,2696,3045,2500,3,0.85,1.6,1.0
2023-12-31,Lagos,Yam (tuber),981,1715,0,2500,3,0.85,1.6,1.0
2024-01-07,Lagos,Yam (tuber),564,1151,0,2500,3,0.85,1.0,1.0
2024-01-14,Lagos,Yam (tuber),604,2359,1812,2500,3,0.85,1.0,1.0
2024-01-21,Lagos,Yam (tuber),650,1709,0,2500,3,0.85,1.0,0.75
2024-01-28,Lagos,Yam (tuber),700,1009,0,2500,3,0.85,1.1,1.0
2024-02-04,Lagos,Yam (tuber),561,2131,1683,2500,3,0.85,1.0,1.0
2024-02-11,Lagos,Yam (tuber),654,1477,0,2500,3,0.85,1.0,1.0
2024-02-18,Lagos,Yam (tuber),577,900,0,2500,3,0.85,1.0,1.0
2024-02-25,Lagos,Yam (tuber),602,2104,1806,2500,3,0.85,1.0,1.0
2024-03-03,Lagos,Yam (tuber),771,1333,0,2500,3,1.0,1.0,1.0
2024-03-10,Lagos,Yam (tuber),748,2829,2244,2500,3,1.0,1.0,1.0
2024-03-17,Lagos,Yam (tuber),741,2088,0,2500,3,1.0,1.0,1.0
2024-03-24,Lagos,Yam (tuber),749,1339,0,2500,3,1.0,1.25,0.75
2024-03-31,Lagos,Yam (tuber),954,3247,2862,2500,3,1.0,1.25,1.0
2024-04-07,Lagos,Yam (tuber),955,2292,0,2500,3,1.1,1.25,1.0
2024-04-14,Lagos,Yam (tuber),938,1354,0,2500,3,1.1,1.3,1.0
2024-04-21,Lagos,Yam (tuber),814,1761,1221,2500,3,1.1,1.0,0.5
2024-04-28,Lagos,Yam (tuber),861,900,0,2500,3,1.1,1.1,1.0
2024-05-05,Lagos,Yam (tuber),719,2338,2157,2500,3,1.1,1.0,1.0
2024-05-12,Lagos,Yam (tuber),828,1510,0,2500,3,1.1,1.0,1.0
2024-05-19,Lagos,Yam (tuber),755,755,0,2500,3,1.1,1.0,0.5
2024-05-26,Lagos,Yam (tuber),841,2437,2523,2500,3,1.1,1.0,1.0
2024-06-02,Lagos,Yam (tuber),669,1768,0,2500,3,1.1,1.0,1.0
2024-06-09,Lagos,Yam (tuber),884,884,0,2500,3,1.1,1.0,1.0
2024-06-16,Lagos,Yam (tuber),1140,3164,3420,2500,3,1.1,1.35,1.0
2024-06-23,Lagos,Yam (tuber),857,2307,0,2500,3,1.1,1.35,1.0
2024-06-30,Lagos,Yam (tuber),915,1392,0,2500,3,1.1,1.1,1.0
2024-07-07,Lagos,Yam (tuber),828,3048,2484,2500,3,1.1,1.0,1.0
2024-07-14,Lagos,Yam (tuber),834,2214,0,2500,3,1.1,1.0,1.0
2024-07-21,Lagos,Yam (tuber),801,1413,0,2500,3,1.1,1.0,1.0
2024-07-28,Lagos,Yam (tuber),749,2911,2247,2500,3,1.1,1.1,1.0
2024-08-04,Lagos,Yam (tuber),594,2317,0,2500,3,1.1,1.0,1.0
2024-08-11,Lagos,Yam (tuber),870,1447,0,2500,3,1.1,1.0,1.0
2024-08-18,Lagos,Yam (tuber),902,3251,2706,2500,3,1.1,1.0,1.0
2024-08-25,Lagos,Yam (tuber),718,2533,0,2500,3,1.1,1.0,1.0
2024-09-01,Lagos,Yam (tuber),818,1715,0,2500,3,1.1,1.0,1.0
2024-09-08,Lagos,Yam (tuber),592,1123,0,2500,3,1.1,1.0,1.0
2024-09-15,Lagos,Yam (tuber),799,2721,2397,2500,3,1.1,1.0,1.0
2024-09-22,Lagos,Yam (tuber),765,1956,0,2500,3,1.1,1.0,1.0
2024-09-29,Lagos,Yam (tuber),860,1096,0,2500,3,1.1,1.1,1.0
2024-10-06,Lagos,Yam (tuber),786,2078,1768,2500,3,1.1,1.0,0.75
2024-10-13,Lagos,Yam (tuber),760,1318,0,2500,3,1.1,1.0,1.0
2024-10-20,Lagos,Yam (tuber),685,2688,2055,2500,3,1.1,1.0,1.0
2024-10-27,Lagos,Yam (tuber),890,1798,0,2500,3,1.1,1.1,1.0
2024-11-03,Lagos,Yam (tuber),580,1218,0,2500,3,0.85,1.0,1.0
2024-11-10,Lagos,Yam (tuber),572,646,0,2500,3,0.85,1.0,1.0
2024-11-17,Lagos,Yam (tuber),522,1690,1566,2500,3,0.85,1.0,1.0
2024-11-24,Lagos,Yam (tuber),521,1169,0,2500,3,0.85,1.0,0.75
2024-12-01,Lagos,Yam (tuber),725,2619,2175,2500,3,0.85,1.0,1.0
2024-12-08,Lagos,Yam (tuber),623,1996,0,2500,3,0.85,1.0,1.0
2024-12-15,Lagos,Yam (tuber),585,1411,0,2500,3,0.85,1.0,1.0
2024-12-22,Lagos,Yam (tuber),947,3305,2841,2500,3,0.85,1.6,1.0
2024-12-29,Lagos,Yam (tuber),1070,2235,0,2500,3,0.85,1.6,1.0
2022-01-02,Lagos,Tomatoes (basket),1076,2524,0,8000,2,0.85,1.6,1.0
2022-01-09,Lagos,Tomatoes (basket),761,1763,0,8000,2,0.85,1.0,1.0
2022-01-16,Lagos,Tomatoes (basket),817,946,0,8000,2,0.85,1.0,1.0
2022-01-23,Lagos,Tomatoes (basket),665,2276,1995,8000,2,0.85,1.0,1.0
2022-01-30,Lagos,Tomatoes (basket),934,1342,0,8000,2,0.85,1.1,1.0
2022-02-06,Lagos,Tomatoes (basket),709,2760,2127,8000,2,0.85,1.0,1.0
2022-02-13,Lagos,Tomatoes (basket),712,2048,0,8000,2,0.85,1.0,1.0
2022-02-20,Lagos,Tomatoes (basket),803,1245,0,8000,2,0.85,1.0,1.0
2022-02-27,Lagos,Tomatoes (basket),772,1631,1158,8000,2,0.85,1.1,0.5
2022-03-06,Lagos,Tomatoes (basket),982,3595,2946,8000,2,1.0,1.0,1.0
2022-03-13,Lagos,Tomatoes (basket),832,2763,0,8000,2,1.0,1.0,1.0
2022-03-20,Lagos,Tomatoes (basket),981,1782,0,8000,2,1.0,1.25,1.0
2022-03-27,Lagos,Tomatoes (basket),1318,4418,3954,8000,2,1.0,1.25,1.0
2022-04-03,Lagos,Tomatoes (basket),1024,3394,0,8000,2,1.1,1.25,1.0
2022-04-10,Lagos,Tomatoes (basket),1212,2182,0,8000,2,1.1,1.3,1.0
2022-04-17,Lagos,Tomatoes (basket),1415,5012,4245,8000,2,1.1,1.3,1.0
2022-04-24,Lagos,Tomatoes (basket),1079,3933,0,8000,2,1.1,1.0,1.0
2022-05-01,Lagos,Tomatoes (basket),1087,2846,0,8000,2,1.1,1.0,1.0
2022-05-08,Lagos,Tomatoes (basket),1044,1802,0,8000,2,1.1,1.0,1.0
2022-05-15,Lagos,Tomatoes (basket),717,1085,0,8000,2,1.1,1.0,1.0
2022-05-22,Lagos,Tomatoes (basket),952,2989,2856,8000,2,1.1,1.0,1.0
2022-05-29,Lagos,Tomatoes (basket),1114,1875,0,8000,2,1.1,1.1,0.75
2022-06-05,Lagos,Tomatoes (basket),1059,3993,3177,8000,2,1.1,1.0,1.0
2022-06-12,Lagos,Tomatoes (basket),916,3077,0,8000,2,1.1,1.0,1.0
2022-06-19,Lagos,Tomatoes (basket),1577,6231,4731,8000,2,1.1,1.35,1.0
2022-06-26,Lagos,Tomatoes (basket),966,5265,0,8000,2,1.1,1.0,1.0
2022-07-03,Lagos,Tomatoes (basket),919,4346,0,8000,2,1.1,1.0,1.0
2022-07-10,Lagos,Tomatoes (basket),1044,3302,0,8000,2,1.1,1.0,1.0
2022-07-17,Lagos,Tomatoes (basket),1190,2112,0,8000,2,1.1,1.0,1.0
2022-07-24,Lagos,Tomatoes (basket),1002,1110,0,8000,2,1.1,1.0,1.0
2022-07-31,Lagos,Tomatoes (basket),1056,3222,3168,8000,2,1.1,1.1,1.0
2022-08-07,Lagos,Tomatoes (basket),920,2302,0,8000,2,1.1,1.0,1.0
2022-08-14,Lagos,Tomatoes (basket),1101,1201,0,8000,2,1.1,1.0,0.75
2022-08-21,Lagos,Tomatoes (basket),1054,3309,3162,8000,2,1.1,1.0,1.0
2022-08-28,Lagos,Tomatoes (basket),1092,2217,0,8000,2,1.1,1.1,1.0
2022-09-04,Lagos,Tomatoes (basket),810,1407,0,8000,2,1.1,1.0,1.0
2022-09-11,Lagos,Tomatoes (basket),885,3177,2655,8000,2,1.1,1.0,1.0
2022-09-18,Lagos,Tomatoes (basket),775,2402,0,8000,2,1.1,1.0,0.75
2022-09-25,Lagos,Tomatoes (basket),1009,1393,0,8000,2,1.1,1.0,1.0
2022-10-02,Lagos,Tomatoes (basket),1102,3597,3306,8000,2,1.1,1.0,1.0
2022-10-09,Lagos,Tomatoes (basket),1095,2502,0,8000,2,1.1,1.0,1.0
2022-10-16,Lagos,Tomatoes (basket),1134,1368,0,8000,2,1.1,1.0,1.0
2022-10-23,Lagos,Tomatoes (basket),841,3050,2523,8000,2,1.1,1.0,1.0
2022-10-30,Lagos,Tomatoes (basket),1314,1736,0,8000,2,1.1,1.1,1.0
2022-11-06,Lagos,Tomatoes (basket),748,988,0,8000,2,0.85,1.0,1.0
2022-11-13,Lagos,Tomatoes (basket),603,2194,1809,8000,2,0.85,1.0,1.0
2022-11-20,Lagos,Tomatoes (basket),857,1337,0,8000,2,0.85,1.0,0.75
2022-11-27,Lagos,Tomatoes (basket),710,2757,2130,8000,2,0.85,1.1,1.0
2022-12-04,Lagos,Tomatoes (basket),819,1938,0,8000,2,0.85,1.0,1.0
2022-12-11,Lagos,Tomatoes (basket),853,1085,0,8000,2,0.85,1.0,1.0
2022-12-18,Lagos,Tomatoes (basket),798,2681,2394,8000,2,0.85,1.0,1.0
2022-12-25,Lagos,Tomatoes (basket),1144,1537,0,8000,2,0.85,1.6,1.0
2023-01-01,Lagos,Tomatoes (basket),1224,3985,3672,8000,2,0.85,1.6,1.0
2023-01-08,Lagos,Tomatoes (basket),829,3156,0,8000,2,0.85,1.0,0.75
2023-01-15,Lagos,Tomatoes (basket),765,2391,0,8000,2,0.85,1.0,1.0
2023-01-22,Lagos,Tomatoes (basket),720,1671,0,8000,2,0.85,1.0,1.0
2023-01-29,Lagos,Tomatoes (basket),689,982,0,8000,2,0.85,1.1,1.0
2023-02-05,Lagos,Tomatoes (basket),728,2438,2184,8000,2,0.85,1.0,1.0
2023-02-12,Lagos,Tomatoes (basket),778,1660,0,8000,2,0.85,1.0,0.75
2023-02-19,Lagos,Tomatoes (basket),711,949,0,8000,2,0.85,1.0,1.0
2023-02-26,Lagos,Tomatoes (basket),820,2589,2460,8000,2,0.85,1.0,1.0
2023-03-05,Lagos,Tomatoes (basket),801,1788,0,8000,2,1.0,1.0,1.0
2023-03-12,Lagos,Tomatoes (basket),911,3610,2733,8000,2,1.0,1.0,1.0
2023-03-19,Lagos,Tomatoes (basket),1072,2538,0,8000,2,1.0,1.0,1.0
2023-03-26,Lagos,Tomatoes (basket),1278,5094,3834,8000,2,1.0,1.25,1.0
2023-04-02,Lagos,Tomatoes (basket),1148,3946,0,8000,2,1.1,1.25,1.0
2023-04-09,Lagos,Tomatoes (basket),1215,2731,0,8000,2,1.1,1.25,1.0
2023-04-16,Lagos,Tomatoes (basket),1348,1383,0,8000,2,1.1,1.3,1.0
2023-04-23,Lagos,Tomatoes (basket),1018,3419,3054,8000,2,1.1,1.0,1.0
2023-04-30,Lagos,Tomatoes (basket),1137,2282,0,8000,2,1.1,1.1,1.0
2023-05-07,Lagos,Tomatoes (basket),898,1384,0,8000,2,1.1,1.0,1.0
2023-05-14,Lagos,Tomatoes (basket),774,2932,2322,8000,2,1.1,1.0,1.0
2023-05-21,Lagos,Tomatoes (basket),1089,1843,0,8000,2,1.1,1.0,1.0
2023-05-28,Lagos,Tomatoes (basket),1028,3899,3084,8000,2,1.1,1.1,1.0
2023-06-04,Lagos,Tomatoes (basket),1100,2799,0,8000,2,1.1,1.0,1.0
2023-06-11,Lagos,Tomatoes (basket),974,1825,0,8000,2,1.1,1.0,1.0
2023-06-18,Lagos,Tomatoes (basket),1201,3326,2702,8000,2,1.1,1.35,0.75
2023-06-25,Lagos,Tomatoes (basket),1472,1854,0,8000,2,1.1,1.35,1.0
2023-07-02,Lagos,Tomatoes (basket),1102,4058,3306,8000,2,1.1,1.0,1.0
2023-07-09,Lagos,Tomatoes (basket),1140,2918,0,8000,2,1.1,1.0,1.0
2023-07-16,Lagos,Tomatoes (basket),987,1931,0,8000,2,1.1,1.0,1.0
2023-07-23,Lagos,Tomatoes (basket),938,993,0,8000,2,1.1,1.0,1.0
2023-07-30,Lagos,Tomatoes (basket),887,2767,2661,8000,2,1.1,1.1,1.0
2023-08-06,Lagos,Tomatoes (basket),986,1781,0,8000,2,1.1,1.0,1.0
2023-08-13,Lagos,Tomatoes (basket),1107,3995,3321,8000,2,1.1,1.0,1.0
2023-08-20,Lagos,Tomatoes (basket),960,3035,0,8000,2,1.1,1.0,1.0
2023-08-27,Lagos,Tomatoes (basket),985,2050,0,8000,2,1.1,1.1,1.0
2023-09-03,Lagos,Tomatoes (basket),1094,3417,2461,8000,2,1.1,1.0,0.75
2023-09-10,Lagos,Tomatoes (basket),1137,2280,0,8000,2,1.1,1.0,1.0
2023-09-17,Lagos,Tomatoes (basket),1097,1183,0,8000,2,1.1,1.0,1.0
2023-09-24,Lagos,Tomatoes (basket),927,3037,2781,8000,2,1.1,1.0,1.0
2023-10-01,Lagos,Tomatoes (basket),1080,1957,0,8000,2,1.1,1.0,1.0
2023-10-08,Lagos,Tomatoes (basket),917,1040,0,8000,2,1.1,1.0,0.75
2023-10-15,Lagos,Tomatoes (basket),665,2370,1995,8000,2,1.1,1.0,1.0
2023-10-22,Lagos,Tomatoes (basket),860,1510,0,8000,2,1.1,1.0,1.0
2023-10-29,Lagos,Tomatoes (basket),1077,3664,3231,8000,2,1.1,1.1,1.0
2023-11-05,Lagos,Tomatoes (basket),751,2913,0,8000,2,0.85,1.0,1.0
2023-11-12,Lagos,Tomatoes (basket),779,2134,0,8000,2,0.85,1.0,1.0
2023-11-19,Lagos,Tomatoes (basket),709,1425,0,8000,2,0.85,1.0,1.0
2023-11-26,Lagos,Tomatoes (basket),901,3227,2703,8000,2,0.85,1.0,1.0
2023-12-03,Lagos,Tomatoes (basket),813,2414,0,8000,2,0.85,1.0,1.0
2023-12-10,Lagos,Tomatoes (basket),816,1598,0,8000,2,0.85,1.0,1.0
2023-12-17,Lagos,Tomatoes (basket),766,832,0,8000,2,0.85,1.0,1.0
2023-12-24,Lagos,Tomatoes (basket),1269,3370,3807,8000,2,0.85,1.6,1.0
2023-12-31,Lagos,Tomatoes (basket),1227,2143,0,8000,2,0.85,1.6,1.0
2024-01-07,Lagos,Tomatoes (basket),705,1438,0,8000,2,0.85,1.0,1.0
2024-01-14,Lagos,Tomatoes (basket),755,2948,2265,8000,2,0.85,1.0,1.0
2024-01-21,Lagos,Tomatoes (basket),813,2135,0,8000,2,0.85,1.0,0.75
2024-01-28,Lagos,Tomatoes (basket),875,1260,0,8000,2,0.85,1.1,1.0
2024-02-04,Lagos,Tomatoes (basket),702,2664,2106,8000,2,0.85,1.0,1.0
2024-02-11,Lagos,Tomatoes (basket),818,1846,0,8000,2,0.85,1.0,1.0
2024-02-18,Lagos,Tomatoes (basket),721,1125,0,8000,2,0.85,1.0,1.0
2024-02-25,Lagos,Tomatoes (basket),752,2629,2256,8000,2,0.85,1.0,1.0
2024-03-03,Lagos,Tomatoes (basket),964,1665,0,8000,2,1.0,1.0,1.0
2024-03-10,Lagos,Tomatoes (basket),936,3537,2808,8000,2,1.0,1.0,1.0
2024-03-17,Lagos,Tomatoes (basket),926,2611,0,8000,2,1.0,1.0,1.0
2024-03-24,Lagos,Tomatoes (basket),937,1674,0,8000,2,1.0,1.25,0.75
2024-03-31,Lagos,Tomatoes (basket),1193,4060,3579,8000,2,1.0,1.25,1.0
2024-04-07,Lagos,Tomatoes (basket),1194,2866,0,8000,2,1.1,1.25,1.0
2024-04-14,Lagos,Tomatoes (basket),1173,1693,0,8000,2,1.1,1.3,1.0
2024-04-21,Lagos,Tomatoes (basket),1017,2201,1525,8000,2,1.1,1.0,0.5
2024-04-28,Lagos,Tomatoes (basket),1076,1125,0,8000,2,1.1,1.1,1.0
2024-05-05,Lagos,Tomatoes (basket),899,2923,2697,8000,2,1.1,1.0,1.0
2024-05-12,Lagos,Tomatoes (basket),1035,1888,0,8000,2,1.1,1.0,1.0
2024-05-19,Lagos,Tomatoes (basket),944,944,0,8000,2,1.1,1.0,0.5
2024-05-26,Lagos,Tomatoes (basket),1051,3046,3153,8000,2,1.1,1.0,1.0
2024-06-02,Lagos,Tomatoes (basket),837,2209,0,8000,2,1.1,1.0,1.0
2024-06-09,Lagos,Tomatoes (basket),1105,4419,3315,8000,2,1.1,1.0,1.0
2024-06-16,Lagos,Tomatoes (basket),1425,2994,0,8000,2,1.1,1.35,1.0
2024-06-23,Lagos,Tomatoes (basket),1071,1923,0,8000,2,1.1,1.35,1.0
2024-06-30,Lagos,Tomatoes (basket),1144,4211,3432,8000,2,1.1,1.1,1.0
2024-07-07,Lagos,Tomatoes (basket),1036,3175,0,8000,2,1.1,1.0,1.0
2024-07-14,Lagos,Tomatoes (basket),1043,2132,0,8000,2,1.1,1.0,1.0
2024-07-21,Lagos,Tomatoes (basket),1002,1130,0,8000,2,1.1,1.0,1.0
2024-07-28,Lagos,Tomatoes (basket),936,3002,2808,8000,2,1.1,1.1,1.0
2024-08-04,Lagos,Tomatoes (basket),743,2259,0,8000,2,1.1,1.0,1.0
